isAlternative,isPro,isCon,isDecision,isIssue,sentence
0,1,0,0,0,It is working quite well.
0,0,1,0,0,I just tried to use the 2012 Version of safari for windows but it keeps crashing.
1,0,0,0,0,"The link for the project setting page could be shown for every project."
0,0,0,1,0,I moved all methods of the former ActiveObjectManager class to the class JiraIssueCommentPersistenceManager.
0,0,0,0,0,This was already fixed in last weeks super fast bug fixing session before the sprint finalization.
0,0,1,0,0,The tutorial is not working.
0,0,1,0,0,"The FuncTestCase is not existing in the Packages from Jira 7.5.0."
0,0,0,0,1,Would the element be visible in TreeViewer if the link is deleted?
0,0,0,0,0,Yes.
0,0,0,1,0,The eventlistener always looks for sentences without links and links them to the respective issue.
0,0,1,0,0,I think this may be a bit confusing to the user.
0,0,0,0,0,I put it on master branch and also linked it in the Marketplace.
0,1,0,0,0,The privacy statement looks good to me.
0,0,0,0,0,Thanks for updating the unit tests!
0,1,0,0,0,"Okay, this looks like a plan."
0,0,0,0,0,"Please update the unit tests for this class."
0,0,0,0,0,I'm just working on a basic prototype to evaluate if this is possible as I thought.
0,1,0,0,0,Great!
0,0,0,0,0,I'll continue tomorrow finishing this.
0,1,0,0,0,Got a prototype working now.
1,0,0,0,0,"So We need a Macro Class for every knowledge type, and also an entry ""macro"" for each type in the ""atlassian-plugin.xml""."
0,0,0,0,0,I just pushed the current state to ConDec-375.
0,0,0,0,0,The constructor looks like this:
0,0,0,0,0,I will continue to do more systemtests now.
0,0,1,0,0,"The ""What you see is what you get"" editor is not as usable as i wish to."
0,0,0,0,0,Maybe we can talk about that tomorrow.
0,0,0,0,0,Thanks.
0,0,0,0,0,"We discussed that a while ago, but did not come to a conclusion."
0,1,0,0,0,"Great, thanks!"
0,0,0,0,0,Thanks.
0,0,0,0,0,"Please check the changes and update the unit tests of the persistence package."
0,0,0,0,1,Is this all we need for Atlassian?
0,1,0,0,0,We can upload new versions that are visible directly. There are no additional reviews.
0,0,0,0,0,Thanks for adding the EULA.
0,1,0,0,0,I think it is good like this.
0,0,0,0,1,How can new comments automatically be linked to other decision knowledge?
0,0,0,0,0,I sqashed the branch into develop.
0,0,0,0,0,Thanks!
0,0,0,0,0,We will further update the tests after improving and integrating the new model classes for decision knowledge from issue comments and further improving/simplifying the persistence API.
0,0,0,0,1,I moved the diagram to Confluence: https://confluence-se.ifi.uni-heidelberg.de/display/DDJ/User+Interface
0,0,0,0,1,Creating AO entries currently only works if the automatic classification is enabled. This should also work when a developers manually labels a comment.
0,0,0,0,1,The problem is that calling the JIRA.trigger method in the JIRA issue module update method leads to doubled/redundant HTML elements.
0,0,0,0,0,: https://marketplace.atlassian.com/manage/apps/1219690/versions
0,0,0,0,0,screenshot-1.png|thumbnail!
0,0,0,0,0,Please install a current version of the plug-in on the CURES server and test whether it works there.
0,0,0,0,0,Thanks!
0,0,0,0,0,"if (username == null || userManager.isAdmin(username)) {
    redirectToLogin(request, response);
    return;
}"
0,1,0,0,0,It also works for me.
0,0,0,0,1,Is there a way to integrate this menu in the .vm file?
0,0,0,0,0," <meta name=""decorator"" content=""atl.admin"">"
